DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Geografia	6° ANO	Conexões e escalas	Relações entre os componentes físico-naturais	(EF06GE05) Relacionar padrões climáticos, tipos de solo, relevo e formações vegetais.		X	X		Identificar padrões nas relações entre clima, solo, relevo e vegetação. Generalizar as relações e padrões para aplicar a diferentes regiões e contextos.
Geografia	6° ANO	Mundo do trabalho	Transformação das paisagens naturais e antrópicas	(EF06GE06) Identificar as características das paisagens transformadas pelo trabalho humano a partir do desenvolvimento da agropecuária e do processo de industrialização.	X	X			Identificar padrões nas transformações das paisagens causadas por diferentes atividades humanas. Dividir as transformações em componentes específicos (agropecuária, industrialização) para uma análise mais detalhada.
Geografia	6° ANO	Mundo do trabalho	Transformação das paisagens naturais e antrópicas	(EF06GE07) Explicar as mudanças na interação humana com a natureza a partir do surgimento das cidades.		X	X		Simplificar e generalizar as mudanças na interação humana com a natureza ao longo da urbanização. Identificar padrões de mudança na interação humana com a natureza em áreas urbanas.
Geografia	6° ANO	Formas de representação e pensamento espacial	Fenômenos naturais e sociais representados de diferentes maneiras	(EF06GE08) Medir distâncias na superfície pelas escalas gráficas e numéricas dos mapas.	X			X	Utilizar métodos e fórmulas para medir distâncias com base nas escalas dos mapas. Dividir o processo de medição em etapas (uso de escalas gráficas e numéricas).
Geografia	6° ANO	Formas de representação e pensamento espacial	Fenômenos naturais e sociais representados de diferentes maneiras	(EF06GE09) Elaborar modelos tridimensionais, blocos-diagramas e perfis topográficos e de vegetação, visando à representação de elementos e estruturas da superfície terrestre.			X	X	Criar representações simplificadas (modelos tridimensionais, blocos-diagramas) da superfície terrestre. Aplicar sequências lógicas para criar e interpretar modelos e diagramas.
Geografia	6° ANO	Natureza, ambientes e qualidade de vida	Biodiversidade e ciclo hidrológico	(EF06GE10) Explicar as diferentes formas de uso do solo (rotação de terras, terraceamento, aterros etc.) e de apropriação dos recursos hídricos (sistema de irrigação, tratamento e redes de distribuição), bem como suas vantagens e desvantagens em diferentes épocas e lugares.		X	X		Identificar e comparar padrões de uso do solo e apropriação de recursos hídricos. Generalizar e simplificar as formas de uso do solo e sistemas de água para análise e comparação.
Geografia	6° ANO	Natureza, ambientes e qualidade de vida	Biodiversidade e ciclo hidrológico	(EF06GE11) Analisar distintas interações das sociedades com a natureza, com base na distribuição dos componentes físico-naturais, incluindo as transformações da biodiversidade local e do mundo.	X	X			Identificar padrões nas interações entre sociedades e natureza. Dividir as interações em diferentes componentes e transformações para análise detalhada.
Geografia	6° ANO	Natureza, ambientes e qualidade de vida	Biodiversidade e ciclo hidrológico	(EF06GE12) Identificar o consumo dos recursos hídricos e o uso das principais bacias hidrográficas no Brasil e no mundo, enfatizando as transformações nos ambientes urbanos.	X		X		Dividir o consumo de recursos hídricos e o uso das bacias em partes específicas para análise. Generalizar as transformações nos ambientes urbanos para compreender o impacto no uso das bacias.
Geografia	6° ANO	Natureza, ambientes e qualidade de vida	Atividades humanas e dinâmica climática	(EF06GE13) Analisar consequências, vantagens e desvantagens das práticas humanas na dinâmica climática (ilha de calor etc.).		X		X	Identificar padrões nas consequências das práticas humanas na dinâmica climática. Aplicar métodos para analisar e prever as consequências das práticas humanas sobre o clima.
Geografia	7° ANO	O sujeito e seu lugar no mundo	Ideias e concepções sobre a formação territorial do Brasil 	(EF07GE01) Avaliar, por meio de exemplos extraídos dos meios de comunicação, ideias e estereótipos acerca das paisagens e da formação territorial do Brasil.		X	X		Identificar padrões e estereótipos na representação das paisagens e formação territorial em diferentes meios de comunicação. Simplificar e generalizar os estereótipos para entender como eles influenciam a percepção das paisagens e a formação territorial.
Geografia	7° ANO	Conexões e escalas	Formação territorial do Brasil	(EF07GE02) Analisar a influência dos fluxos econômicos e populacionais na formação socioeconômica e territorial do Brasil.	X	X			Dividir a análise em componentes, como fluxos econômicos e populacionais, para entender seu impacto na formação territorial. Identificar padrões na influência dos fluxos econômicos e populacionais na formação socioeconômica e territorial.
Geografia	7° ANO	Conexões e escalas	Formação territorial do Brasil	(EF07GE03) Selecionar argumentos que reconheçam as territorialidades indígenas, de remanescentes de quilombolas, de povos das florestas e do cerrado, de ribeirinhos e caiçaras, entre outros grupos sociais do campo e da cidade, como direitos legais dessas comunidades. 		X	X		Generalizar as territorialidades dos diferentes grupos sociais para entender seus direitos e reconhecimento legal. Identificar padrões nas territorialidades e direitos legais das diferentes comunidades.
Geografia	7° ANO	Conexões e escalas	Características da população brasileira	(EF07GE04) Analisar a distribuição territorial da população brasileira, considerando a diversidade étnico-cultural (indígena, africana, europeia e asiática), assim como aspectos de renda, gênero e idade nas regiões brasileiras.	X	X			Identificar padrões na distribuição da população e na diversidade étnico-cultural. Dividir a análise em aspectos como renda, gênero e idade para uma compreensão detalhada.
Geografia	7° ANO	Mundo do trabalho	Produção, circulação e consumo de mercadorias	(EF07GE05) Analisar fatos e situações representativas das alterações ocorridas entre os períodos mercantilista e o advento do capitalismo. 		X	X		Identificar padrões de mudança entre os períodos mercantilista e capitalista. Generalizar as alterações ocorridas entre esses períodos para entender as transformações econômicas e sociais.
Geografia	7° ANO	Mundo do trabalho	Produção, circulação e consumo de mercadorias	(EF07GE06) Discutir em que medida a produção, a circulação e o consumo de mercadorias provocam impactos ambientais, assim como influem na distribuição de riquezas, em diferentes lugares.	X		X		Simplificar e generalizar os impactos ambientais e a distribuição de riquezas para discutir suas consequências em diferentes locais. Dividir a discussão em componentes como produção, circulação e consumo para analisar seus impactos.
Geografia	7° ANO	Mundo do trabalho	Desigualdade social e o trabalho 	(EF07GE07) Analisar a influência e o papel das redes de transporte e comunicação na configuração do território brasileiro.	X	X			Identificar padrões na influência das redes de transporte e comunicação na configuração territorial. Dividir a análise das redes de transporte e comunicação em partes para entender seu papel na configuração do território.
Geografia	7° ANO	Mundo do trabalho	Desigualdade social e o trabalho 	(EF07GE08) Estabelecer relações entre os processos de industrialização e inovação tecnológica com as transformações socioeconômicas do território brasileiro.		X	X		Identificar padrões nas transformações socioeconômicas associadas à industrialização e inovação tecnológica. Generalizar as relações entre industrialização, inovação tecnológica e transformações socioeconômicas para uma análise compreensiva.
Geografia	7° ANO	Formas de representação e pensamento espacial	Mapas temáticos do Brasil 	(EF07GE09) Interpretar e elaborar mapas temáticos e históricos com informações demográficas e econômicas do Brasil (cartogramas), identificando padrões espaciais, regionalizações e analogias espaciais.		X		X	Aplicar métodos para interpretar e elaborar mapas temáticos e históricos. Identificar e interpretar padrões espaciais e regionalizações em mapas.
Geografia	7° ANO	Formas de representação e pensamento espacial	Mapas temáticos do Brasil 	(EF07GE10) Elaborar e interpretar gráficos de barras, gráficos de setores e histogramas, com base em dados socioeconômicos das regiões brasileiras.		X		X	Utilizar métodos e fórmulas para elaborar e interpretar gráficos baseados em dados socioeconômicos. Identificar padrões nos gráficos e histogramas para entender a distribuição dos dados.
Geografia	7° ANO	Natureza, ambientes e qualidade de vida	Biodiversidade brasileira	(EF07GE11) Caracterizar dinâmicas dos componentes físico-naturais no território nacional, bem como sua distribuição e biodiversidade (Florestas Tropicais, Cerrados, Caatingas, Campos Sulinos e Matas de Araucária). 	X		X		Dividir as dinâmicas dos componentes físico-naturais em partes para análise detalhada. Criar modelos simplificados para entender a distribuição e biodiversidade das diferentes regiões.
Geografia	7° ANO	Natureza, ambientes e qualidade de vida	Biodiversidade brasileira	(EF07GE12) Comparar unidades de conservação existentes no Município de residência e em outras localidades brasileiras, com base na organização do Sistema Nacional de Unidades de Conservação (SNUC)		X	X		Identificar padrões na organização e características das unidades de conservação comparadas. ]Generalizar e comparar a organização das unidades de conservação para entender suas diferenças e semelhanças.
Geografia	8° ANO	O sujeito e seu lugar no mundo	Distribuição da população mundial e deslocamentos populacionais	(EF08GE01) Descrever as rotas de dispersão da população humana pelo planeta e os principais fluxos migratórios em diferentes períodos da história, discutindo os fatores históricos e condicionantes físico-naturais associados à distribuição da população humana pelos continentes. 		X	X		Identificar padrões e fluxos migratórios ao longo da história. Simplificar e generalizar os fatores históricos e físico-naturais que influenciam a distribuição populacional.
